date,entity_id,primary_metric,secondary_metric,value_pool,quality_score,risk_score
2026-01-01,PRO001,50.4,63.6,10975,65.0,60.0
2026-01-01,PRO002,88.4,40.3,160091,85.4,71.6
2026-01-01,PRO003,77.8,70.3,97162,71.6,30.3
2026-01-01,PRO004,45.4,68.4,59242,82.5,86.1
2026-01-01,PRO005,77.5,69.6,175949,84.0,36.9
2026-01-01,PRO006,88.4,63.9,119816,92.4,25.6
2026-01-01,PRO007,69.3,37.7,173999,94.0,93.9
2026-01-01,PRO008,55.8,29.2,123810,97.0,30.4
2026-01-01,PRO009,82.7,60.3,13318,62.6,61.6
2026-01-01,PRO010,89.1,71.2,57353,64.6,46.3
2026-01-01,PRO011,54.0,80.6,13745,91.8,25.0
2026-01-01,PRO012,82.4,65.5,64580,64.1,11.3
2026-01-01,PRO013,61.6,29.0,10781,68.6,25.1
2026-01-01,PRO014,71.3,73.7,36097,72.3,22.0
2026-01-01,PRO015,81.5,39.0,128110,75.4,77.9
2026-01-01,PRO016,61.1,81.4,3362,97.2,86.5
2026-01-01,PRO017,89.3,60.0,65124,92.2,57.0
2026-01-01,PRO018,93.4,19.2,131720,80.6,80.9
2026-01-01,PRO019,76.1,35.7,88205,90.8,37.4
2026-01-01,PRO020,67.8,78.7,128415,85.1,33.0
2026-01-01,PRO021,59.3,25.1,59739,67.9,26.7
2026-01-01,PRO022,54.8,37.0,120483,64.1,88.9
2026-01-01,PRO023,66.9,79.1,63230,91.0,23.6
2026-01-01,PRO024,82.6,46.7,3924,97.4,50.3
2026-01-01,PRO025,92.6,78.8,63763,67.2,70.2
2026-01-01,PRO026,73.9,39.8,67986,62.7,62.3
2026-01-01,PRO027,66.3,23.3,178845,95.4,65.3
2026-01-01,PRO028,49.7,54.2,109543,78.3,21.8
2026-01-01,PRO029,48.0,20.3,178581,65.9,61.7
2026-01-01,PRO030,49.7,28.8,183857,66.5,51.6
2026-01-01,PRO031,90.4,42.0,125461,62.3,65.0
2026-01-01,PRO032,95.3,48.5,59618,90.9,68.0
2026-01-01,PRO033,60.9,24.8,103278,64.5,91.9
2026-01-01,PRO034,73.9,22.3,2514,75.0,49.9
2026-01-01,PRO035,85.5,66.5,26932,92.0,82.3
2026-01-01,PRO036,96.0,72.7,88702,90.8,78.7
2026-01-02,PRO001,57.1,53.4,1990,93.7,85.8
2026-01-02,PRO002,65.5,62.6,110286,88.6,75.0
2026-01-02,PRO003,56.4,28.6,145102,70.4,23.2
2026-01-02,PRO004,84.3,43.4,161376,66.7,57.7
2026-01-02,PRO005,82.8,83.4,88308,88.3,66.6
2026-01-02,PRO006,92.8,46.2,158630,98.8,73.7
2026-01-02,PRO007,73.7,52.1,155875,93.8,79.8
2026-01-02,PRO008,84.2,31.9,86977,62.9,38.7
2026-01-02,PRO009,53.0,81.8,51725,68.6,11.7
2026-01-02,PRO010,69.4,63.1,139337,77.5,13.1
2026-01-02,PRO011,85.1,23.0,60658,62.8,20.6
2026-01-02,PRO012,94.1,25.1,35271,89.4,75.8
2026-01-02,PRO013,47.1,50.9,46454,75.9,78.3
2026-01-02,PRO014,89.8,34.0,35456,85.9,23.4
2026-01-02,PRO015,93.3,26.6,79662,98.8,92.8
2026-01-02,PRO016,94.2,75.8,162051,80.7,54.8
2026-01-02,PRO017,68.5,26.4,62412,97.0,15.9
2026-01-02,PRO018,62.3,23.7,152236,78.8,52.7
2026-01-02,PRO019,81.0,58.1,33695,81.4,47.5
2026-01-02,PRO020,80.8,51.4,114696,77.1,43.7
2026-01-02,PRO021,80.8,57.6,39904,72.8,46.8
2026-01-02,PRO022,47.3,51.6,81403,97.6,59.3
2026-01-02,PRO023,48.9,66.2,49340,87.2,37.5
2026-01-02,PRO024,91.7,54.0,149503,66.9,26.5
2026-01-02,PRO025,66.5,19.2,20992,95.5,12.3
2026-01-02,PRO026,44.6,20.4,160287,76.3,73.9
2026-01-02,PRO027,88.0,22.4,71350,85.2,27.5
2026-01-02,PRO028,82.1,28.0,142385,89.6,38.8
2026-01-02,PRO029,93.3,42.1,42700,95.2,53.4
